z,n,name,levelEnergy(MeV),decayMode,branchingRatio,branchingRatioUncertainty,massExcess(keV),massExcessUncertainty,halflife,halflifeUnit,halflifeUncertainty
43,66,109Tc,0,B-,100,,-7.42E+4,9.66,0.88,s,0.03
43,66,109Tc,0,B-N,0.08,0.02,-7.42E+4,9.66,0.88,s,0.03
43,67,110Tc,0,B-,100,,-7.10E+4,9.49,0.911,s,0.013
43,67,110Tc,0,B-N,0.04,0.02,-7.10E+4,9.49,0.911,s,0.013
43,68,111Tc,0,B-,100,,-6.90E+4,1.05E+1,350,ms,21
43,68,111Tc,0,B-N,0.85,0.2,-6.90E+4,1.05E+1,350,ms,21
43,61,104Tc,0,B-,100,,-8.24E+4,2.48E+1,18.2,m,0.2
43,62,105Tc,0,B-,100,,-8.22E+4,3.52E+1,7.64,m,0.06
43,63,106Tc,0,B-,100,,-7.97E+4,1.22E+1,35.7,s,0.5
43,64,107Tc,0,B-,100,,-7.87E+4,8.67,21.2,s,0.2
44,81,125Ru,0,B-,100,,-2.83E+4,3.00E+2,,,
44,81,125Ru,0,B-N,,,-2.83E+4,3.00E+2,,,
44,81,125Ru,0,B-2N,,,-2.83E+4,3.00E+2,,,
44,80,124Ru,0,B-,100,,-3.35E+4,6.00E+2,15,ms,3
44,80,124Ru,0,B-N,,,-3.35E+4,6.00E+2,15,ms,3
44,80,124Ru,0,B-2N,,,-3.35E+4,6.00E+2,15,ms,3
44,70,114Ru,0,B-,100,,-7.02E+4,3.55,543,ms,34
44,70,114Ru,0,B-N,,,-7.02E+4,3.55,543,ms,34
44,72,116Ru,0,B-,100,,-6.40E+4,3.72,203,ms,5
44,72,116Ru,0,B-N,0.8,,-6.40E+4,3.72,203,ms,5
44,71,115Ru,0,B-,100,,-6.61E+4,2.51E+1,318,ms,19
44,71,115Ru,0,B-N,,,-6.61E+4,2.51E+1,318,ms,19
44,78,122Ru,0,B-,100,,-4.17E+4,5.00E+2,25,ms,1
44,78,122Ru,0,B-N,,,-4.17E+4,5.00E+2,25,ms,1
44,78,122Ru,0,B-2N,,,-4.17E+4,5.00E+2,25,ms,1
44,77,121Ru,0,B-,100,,-4.46E+4,4.00E+2,30,ms,3
44,77,121Ru,0,B-N,13,4,-4.46E+4,4.00E+2,30,ms,3
44,77,121Ru,0,B-2N,,,-4.46E+4,4.00E+2,30,ms,3
44,79,123Ru,0,B-,100,,-3.65E+4,5.00E+2,19,ms,2
44,79,123Ru,0,B-N,,,-3.65E+4,5.00E+2,19,ms,2
44,79,123Ru,0,B-2N,,,-3.65E+4,5.00E+2,19,ms,2
44,74,118Ru,0,B-,100,,-5.70E+4,2.00E+2,99,ms,3
44,74,118Ru,0,B-N,4.6,,-5.70E+4,2.00E+2,99,ms,3
44,73,117Ru,0,B-,100,,-5.94E+4,4.33E+2,152,ms,3
44,73,117Ru,0,B-N,2.4,1,-5.94E+4,4.33E+2,152,ms,3
44,76,120Ru,0,B-,100,,-4.97E+4,4.00E+2,45,ms,2
44,76,120Ru,0,B-N,6,3,-4.97E+4,4.00E+2,45,ms,2
44,75,119Ru,0,B-,100,,-5.20E+4,3.00E+2,69.2,ms,2.0
44,75,119Ru,0,B-N,6,5,-5.20E+4,3.00E+2,69.2,ms,2.0
44,61,105Ru,0,B-,100,,-8.59E+4,2.49,4.44,h,0.01
44,67,111Ru,0,B-,100,,-7.67E+4,9.68,2.12,s,0.07
44,66,110Ru,0,B-,100,,-8.00E+4,8.92,12.04,s,0.17
44,69,113Ru,0,B-,100,,-7.18E+4,3.82E+1,0.8,s,0.05
44,69,113Ru,0.13,B-,100,,-7.17e+04,3.83e+01,510,ms,30
44,69,113Ru,0.13,IT,,,-7.17e+04,3.83e+01,510,ms,30
44,68,112Ru,0,B-,100,,-7.56E+4,9.60,1.75,s,0.07
44,63,107Ru,0,B-,100,,-8.38E+4,8.67,3.73,m,0.06
44,62,106Ru,0,B-,100,,-8.63E+4,5.39,371.8,d,1.8
44,65,109Ru,0,B-,100,,-8.07E+4,8.95,34.4,s,0.2
44,64,108Ru,0,B-,100,,-8.36E+4,8.68,4.55,m,0.04
44,59,103Ru,0,B-,100,,-8.72E+4,4.41E-1,39.247,d,0.011
44,50,94Ru,0,EC+B+,100,,-8.25E+4,3.14,52.1,m,0.5
44,51,95Ru,0,EC+B+,100,,-8.34E+4,9.50,1.6073,h,0.0086
44,53,97Ru,0,EC+B+,100,,-8.61E+4,2.76,2.8376,d,0.001
44,49,93Ru,0,EC+B+,100,,-7.72E+4,2.06,59.7,s,0.6
44,49,93Ru,0.7343999999999999,EC+B+,78,2.3,-7.65e+04,2.06e+00,10.8,s,0.3
44,49,93Ru,0.7343999999999999,IT,22,2.3,-7.65e+04,2.06e+00,10.8,s,0.3
44,49,93Ru,0.7343999999999999,ECP,0.027,0.005,-7.65e+04,2.06e+00,10.8,s,0.3
44,48,92Ru,0,EC+B+,100,,-7.43E+4,2.71,3.65,m,0.05
44,45,89Ru,0,EC+B+,100,,-5.83E+4,2.42E+1,1.33,s,0.06
44,45,89Ru,0,ECP,3.1,0.2,-5.83E+4,2.42E+1,1.33,s,0.06
44,44,88Ru,0,EC+B+,100,,-5.43E+4,3.00E+2,1.4,s,0.3
44,44,88Ru,0,ECP,3.6,,-5.43E+4,3.00E+2,1.4,s,0.3
44,47,91Ru,0,EC+B+,100,,-6.82E+4,2.22,8,s,0.4
44,47,91Ru,0,ECP,,,-6.82E+4,2.22,8,s,0.4
44,47,91Ru,0.432,EC+B+,100,,-6.78e+04,2.22e+00,7.6,s,0.8
44,47,91Ru,0.432,ECP,,,-6.78e+04,2.22e+00,7.6,s,0.8
44,47,91Ru,0.432,IT,,,-6.78e+04,2.22e+00,7.6,s,0.8
44,46,90Ru,0,EC+B+,100,,-6.48E+4,3.73,11.7,s,0.9
44,46,90Ru,0,ECP,,,-6.48E+4,3.73,11.7,s,0.9
44,41,85Ru,0,P,,,-3.06E+4,5.00E+2,,,
44,41,85Ru,0,EC+B+,,,-3.06E+4,5.00E+2,,,
44,41,85Ru,0,ECP,,,-3.06E+4,5.00E+2,,,
44,43,87Ru,0,EC+B+,,,-4.57E+4,4.00E+2,,,
44,43,87Ru,0,ECP,,,-4.57E+4,4.00E+2,,,
44,42,86Ru,0,EC+B+,,,-3.97E+4,4.00E+2,,,
44,42,86Ru,0,ECP,,,-3.97E+4,4.00E+2,,,
45,82,127Rh,0,B-,100,,-3.37E+4,6.00E+2,20,ms,+20-7
45,82,127Rh,0,B-N,,,-3.37E+4,6.00E+2,20,ms,+20-7
45,82,127Rh,0,B-2N,,,-3.37E+4,6.00E+2,20,ms,+20-7
45,81,126Rh,0,B-,100,,-3.72E+4,5.00E+2,19,ms,3
45,81,126Rh,0,B-N,,,-3.72E+4,5.00E+2,19,ms,3
45,81,126Rh,0,B-2N,,,-3.72E+4,5.00E+2,19,ms,3
45,83,128Rh,0,B-,100,,-2.73E+4,3.00E+2,,,
45,83,128Rh,0,B-N,,,-2.73E+4,3.00E+2,,,
45,83,128Rh,0,B-2N,,,-2.73E+4,3.00E+2,,,
45,80,125Rh,0,B-,100,,-4.18E+4,5.00E+2,26.5,ms,2.0
45,80,125Rh,0,B-N,,,-4.18E+4,5.00E+2,26.5,ms,2.0
45,80,125Rh,0,B-2N,,,-4.18E+4,5.00E+2,26.5,ms,2.0
45,71,116Rh,0,B-,100,,-7.07E+4,7.38E+1,685,ms,38
45,71,116Rh,0,B-N,2.1,,-7.07E+4,7.38E+1,685,ms,38
45,71,116Rh,0.1208,B-,100,,-7.06e+04,7.38e+01,0.57,s,0.05
45,71,116Rh,0.1208,B-N,2.1,,-7.06e+04,7.38e+01,0.57,s,0.05
45,70,115Rh,0,B-,100,,-7.42E+4,7.31,0.99,s,0.05
45,70,115Rh,0,B-N,,,-7.42E+4,7.31,0.99,s,0.05
45,73,118Rh,0,B-,100,,-6.48E+4,2.42E+1,286,ms,8
45,73,118Rh,0,B-N,2.4,0.8,-6.48E+4,2.42E+1,286,ms,8
45,73,118Rh,0.189,B-,100,,-6.47e+04,2.42e+01,310,ms,30
45,73,118Rh,0.189,B-N,2.4,0.8,-6.47e+04,2.42e+01,310,ms,30
45,72,117Rh,0,B-,100,,-6.88E+4,8.89,421,ms,30
45,72,117Rh,0,B-N,7.6,,-6.88E+4,8.89,421,ms,30
45,79,124Rh,0,B-,100,,-4.47E+4,4.00E+2,32,ms,2
45,79,124Rh,0,B-N,28,5,-4.47E+4,4.00E+2,32,ms,2
45,79,124Rh,0,B-2N,,,-4.47E+4,4.00E+2,32,ms,2
45,78,123Rh,0,B-,100,,-4.91E+4,4.00E+2,42.2,ms,1.6
45,78,123Rh,0,B-N,24.2,1.4,-4.91E+4,4.00E+2,42.2,ms,1.6
45,78,123Rh,0,B-2N,,,-4.91E+4,4.00E+2,42.2,ms,1.6
45,75,120Rh,0,B-,100,,-5.86E+4,2.00E+2,133,ms,4
45,75,120Rh,0,B-N,7.2,1.6,-5.86E+4,2.00E+2,133,ms,4
45,74,119Rh,0,B-,100,,-6.28E+4,9.31,189,ms,5
45,74,119Rh,0,B-N,4.1,1.3,-6.28E+4,9.31,189,ms,5
45,77,122Rh,0,B-,100,,-5.18E+4,3.00E+2,52.3,ms,1.5
45,77,122Rh,0,B-N,11.3,0.7,-5.18E+4,3.00E+2,52.3,ms,1.5
45,77,122Rh,0,B-2N,,,-5.18E+4,3.00E+2,52.3,ms,1.5
45,76,121Rh,0,B-,100,,-5.62E+4,6.19E+2,73,ms,2
45,76,121Rh,0,B-N,13.4,0.8,-5.62E+4,6.19E+2,73,ms,2
45,60,105Rh,0,B-,100,,-8.78E+4,2.50,35.341,h,0.022
45,60,105Rh,0.129742,IT,100,,-8.77e+04,2.50e+00,42.8,s,0.3
45,62,107Rh,0,B-,100,,-8.68E+4,1.20E+1,21.7,m,0.7
45,61,106Rh,0,B-,100,,-8.63E+4,5.39,30.07,s,0.35
45,61,106Rh,0.137,B-,100,,-8.62e+04,5.39e+00,131,m,2
45,68,113Rh,0,B-,100,,-7.87E+4,7.13,2.8,s,0.12
45,67,112Rh,0,B-,100,,-7.97E+4,4.40E+1,3.5,s,0.4
45,67,112Rh,0.0384,B-,100,,-7.97e+04,4.41e+01,6.9,s,0.07
45,69,114Rh,0,B-,100,,-7.57E+4,7.15E+1,1.82,s,0.05
45,69,114Rh,0.11090000000000001,B-,100,,-7.56e+04,7.16e+01,1.85,s,0.05
45,64,109Rh,0,B-,100,,-8.49E+4,4.04,80.8,s,0.6
45,63,108Rh,0,B-,100,,-8.50E+4,1.39E+1,17,s,0.4
45,63,108Rh,0+X,B-,100,,-8.50E+4,1.39E+1,5.9,m,0.2
45,63,108Rh,0+X,IT,,,-8.50E+4,1.39E+1,5.9,m,0.2
45,66,111Rh,0,B-,100,,-8.23E+4,6.85,11,s,1
45,65,110Rh,0,B-,100,,-8.28E+4,1.78E+1,3.3,s,0.1
45,65,110Rh,0.038,B-,100,,-8.28e+04,1.78e+01,28.5,s,1.5
45,51,96Rh,0,EC+B+,100,,-7.96E+4,1.00E+1,9.57,m,0.23
45,51,96Rh,0.05198,EC+B+,40,5,-7.96e+04,1.00e+01,1.51,m,0.02
45,51,96Rh,0.05198,IT,60,5,-7.96e+04,1.00e+01,1.51,m,0.02
45,50,95Rh,0,EC+B+,100,,-7.83E+4,3.88,5.02,m,0.1
45,50,95Rh,0.5433,IT,88,5,-7.78e+04,3.89e+00,1.96,m,0.04
45,50,95Rh,0.5433,EC+B+,12,5,-7.78e+04,3.89e+00,1.96,m,0.04
45,57,102Rh,0,EC+B+,78,5,-8.67E+4,6.41,207.3,d,1.2
45,57,102Rh,0,B-,22,5,-8.67E+4,6.41,207.3,d,1.2
45,57,102Rh,0.14073,EC+B+,99.767,0.024,-8.66e+04,6.41e+00,3.47,y,0.04
45,57,102Rh,0.14073,IT,0.233,0.024,-8.66e+04,6.41e+00,3.47,y,0.04
45,56,101Rh,0,EC,100,,-8.74E+4,5.84,4.07,y,0.05
45,56,101Rh,0.15732,EC,92.8,0.25,-8.73e+04,5.84e+00,4.34,d,0.01
45,56,101Rh,0.15732,IT,7.2,0.25,-8.73e+04,5.84e+00,4.34,d,0.01
45,59,104Rh,0,B-,99.55,0.1,-8.69E+4,2.30,42.3,s,0.4
45,59,104Rh,0,EC+B+,0.45,0.1,-8.69E+4,2.30,42.3,s,0.4
45,59,104Rh,0.1289679,IT,99.87,0.01,-8.68e+04,2.30e+00,4.36,m,0.03
45,59,104Rh,0.1289679,B-,0.13,0.01,-8.68e+04,2.30e+00,4.36,m,0.03
45,58,103Rh,0.039753000000000004,IT,100,,-8.80e+04,2.30e+00,56.118,m,0.009
45,53,98Rh,0,EC+B+,100,,-8.31E+4,1.19E+1,8.74,m,0.16
45,53,98Rh,0.056299999999999996,IT,89,5,-8.31e+04,1.19e+01,3.6,m,0.2
45,53,98Rh,0.056299999999999996,EC+B+,11,5,-8.31e+04,1.19e+01,3.6,m,0.2
45,52,97Rh,0,EC+B+,100,,-8.25E+4,3.54E+1,30.8,m,0.6
45,52,97Rh,0.25876,EC+B+,94.4,0.6,-8.23e+04,3.55e+01,45.8,m,1.7
45,52,97Rh,0.25876,IT,5.6,0.6,-8.23e+04,3.55e+01,45.8,m,1.7
45,55,100Rh,0,EC+B+,100,,-8.55E+4,1.81E+1,20.5,h,0.3
45,55,100Rh,0.1076,IT,98.3,,-8.55e+04,1.81e+01,4.6,m,0.2
45,55,100Rh,0.1076,EC+B+,1.7,,-8.55e+04,1.81e+01,4.6,m,0.2
45,54,99Rh,0,EC+B+,100,,-8.55E+4,1.94E+1,16.1,d,0.2
45,54,99Rh,0.06440000000000001,EC+B+,99.84,,-8.55e+04,1.95e+01,4.7,h,0.1
45,54,99Rh,0.06440000000000001,IT,0.16,,-8.55e+04,1.95e+01,4.7,h,0.1
45,49,94Rh,0,EC+B+,100,,-7.29E+4,3.37,70.6,s,0.6
45,49,94Rh,0,ECP,1.8,0.5,-7.29E+4,3.37,70.6,s,0.6
45,49,94Rh,0+X,EC+B+,100,,-7.29E+4,3.37,25.8,s,0.2
45,46,91Rh,0,EC+B+,100,,-5.85E+4,2.98E+2,1.47,s,0.22
45,46,91Rh,0,ECP,1.3,0.5,-5.85E+4,2.98E+2,1.47,s,0.22
45,46,91Rh,0.1729,EC+B+,,,-5.84e+04,2.98e+02,&asymp;1.5,s,
45,46,91Rh,0.1729,IT,,,-5.84e+04,2.98e+02,&asymp;1.5,s,
45,46,91Rh,0.1729,ECP,,,-5.84e+04,2.98e+02,&asymp;1.5,s,
45,45,90Rh,0,EC+B+,100,,-5.16E+4,2.00E+2,29,ms,3
45,45,90Rh,0,ECP,0.7,,-5.16E+4,2.00E+2,29,ms,3
45,45,90Rh,0+X,EC+B+,100,,-5.16E+4,2.00E+2,560,ms,20
45,45,90Rh,0+X,ECP,9.6,1,-5.16E+4,2.00E+2,560,ms,20
45,48,93Rh,0,EC+B+,100,,-6.90E+4,2.62,12.2,s,0.7
45,48,93Rh,0.267,EC+B+,,,-6.87e+04,2.63e+00,,,
45,47,92Rh,0,EC+B+,100,,-6.29E+4,4.37,5.64,s,0.06
45,47,92Rh,0,ECP,2.1,0.2,-6.29E+4,4.37,5.64,s,0.06
45,47,92Rh,0+X,EC+B+,100,,-6.29E+4,4.37,3.18,s,0.22
45,47,92Rh,0+X,ECP,1.7,0.3,-6.29E+4,4.37,3.18,s,0.22
45,44,89Rh,0,EC+B+,,,-4.56E+4,3.61E+2,120,ns,<
45,44,89Rh,0,ECP,,,-4.56E+4,3.61E+2,120,ns,<
45,44,89Rh,0,P,,,-4.56E+4,3.61E+2,120,ns,<
46,83,129Pd,0,B-,100,,-3.78E+4,6.00E+2,31,ms,7
46,83,129Pd,0,B-N,,,-3.78E+4,6.00E+2,31,ms,7
46,83,129Pd,0,B-2N,,,-3.78E+4,6.00E+2,31,ms,7
46,82,128Pd,0,B-,100,,-4.43E+4,5.00E+2,36,ms,5
46,82,128Pd,0,B-N,10,7,-4.43E+4,5.00E+2,36,ms,5
46,85,131Pd,0,B-,100,,-2.57E+4,3.00E+2,,,
46,85,131Pd,0,B-N,,,-2.57E+4,3.00E+2,,,
46,85,131Pd,0,B-2N,,,-2.57E+4,3.00E+2,,,
46,84,130Pd,0,B-,100,,-3.27E+4,3.00E+2,,,
46,84,130Pd,0,B-N,,,-3.27E+4,3.00E+2,,,
46,84,130Pd,0,B-2N,,,-3.27E+4,3.00E+2,,,
46,81,127Pd,0,B-,100,,-4.72E+4,5.00E+2,38,ms,2
46,81,127Pd,0,B-N,9,3,-4.72E+4,5.00E+2,38,ms,2
46,81,127Pd,0,B-2N,,,-4.72E+4,5.00E+2,38,ms,2
46,80,126Pd,0,B-,100,,-5.17E+4,4.00E+2,48.6,ms,0.6
46,80,126Pd,0,B-N,4.9,0.9,-5.17E+4,4.00E+2,48.6,ms,0.6
46,80,126Pd,2.4064,B-,72,8,-4.94e+04,4.00e+02,23,ms,1
46,80,126Pd,2.4064,IT,28,8,-4.94e+04,4.00e+02,23,ms,1
46,72,118Pd,0,B-,100,,-7.53E+4,2.49,1.9,s,0.1
46,71,117Pd,0,B-,100,,-7.64E+4,7.25,4.3,s,0.3
46,74,120Pd,0,B-,100,,-7.02E+4,2.29,492,ms,33
46,74,120Pd,0,B-N,0.7,,-7.02E+4,2.29,492,ms,33
46,73,119Pd,0,B-,100,,-7.14E+4,8.24,0.88,s,0.02
46,73,119Pd,0,B-N,,,-7.14E+4,8.24,0.88,s,0.02
46,73,119Pd,0.45,B-,,,-7.10e+04,8.25e+00,0.85,s,0.01
46,73,119Pd,0.45,IT,,,-7.10e+04,8.25e+00,0.85,s,0.01
46,70,116Pd,0,B-,100,,-7.98E+4,7.13,11.7,s,0.6
46,79,125Pd,0,B-,100,,-5.39E+4,4.00E+2,64.2,ms,1.7
46,79,125Pd,0,B-N,3.7,0.4,-5.39E+4,4.00E+2,64.2,ms,1.7
46,76,122Pd,0,B-,100,,-6.46E+4,1.95E+1,195,ms,4
46,76,122Pd,0,B-N,2.2,,-6.46E+4,1.95E+1,195,ms,4
46,75,121Pd,0,B-,100,,-6.61E+4,3.35,290,ms,1
46,75,121Pd,0,B-N,0.8,,-6.61E+4,3.35,290,ms,1
46,78,124Pd,0,B-,100,,-5.84E+4,3.00E+2,94,ms,4
46,78,124Pd,0,B-N,0.89,0.2,-5.84E+4,3.00E+2,94,ms,4
46,77,123Pd,0,B-,100,,-6.04E+4,7.89E+2,109,ms,2
46,77,123Pd,0,B-N,1.4,0.3,-6.04E+4,7.89E+2,109,ms,2
46,77,123Pd,0+X,B-,100,,-6.04E+4,7.89E+2,,,
46,77,123Pd,0+X,IT,,,-6.04E+4,7.89E+2,,,
46,61,107Pd,0,B-,100,,-8.83E+4,1.20,6.50e+06,y,3.00e+05
46,61,107Pd,0.21459999999999999,IT,100,,-8.82e+04,1.20e+00,21.4,s,0.5
46,63,109Pd,0,B-,100,,-8.76E+4,1.11,13.437,h,0.013
46,63,109Pd,0.1889903,IT,100,,-8.74e+04,1.11e+00,4.694,m,0.002
46,69,115Pd,0,B-,100,,-8.04E+4,1.35E+1,25,s,2
46,69,115Pd,0.08921,B-,92,2,-8.03e+04,1.35e+01,50,s,3
46,69,115Pd,0.08921,IT,8,2,-8.03e+04,1.35e+01,50,s,3
46,68,114Pd,0,B-,100,,-8.34E+4,6.94,2.42,m,0.06
46,65,111Pd,0,B-,100,,-8.59E+4,7.31E-1,23.6,m,0.1
46,65,111Pd,0.17218,IT,76.8,1,-8.58e+04,7.31e-01,5.565,h,0.012
46,65,111Pd,0.17218,B-,23.2,1,-8.58e+04,7.31e-01,5.565,h,0.012
46,67,113Pd,0,B-,100,,-8.35E+4,6.94,89,s,3
46,67,113Pd,0.08109999999999999,IT,100,,-8.35e+04,6.95e+00,0.3,s,0.1
46,66,112Pd,0,B-,100,,-8.63E+4,6.54,21.027,h,0.019
46,50,96Pd,0,EC+B+,100,,-7.61E+4,4.19,122,s,2
46,52,98Pd,0,EC+B+,100,,-8.13E+4,4.74,17.7,m,0.3
46,51,97Pd,0,EC+B+,100,,-7.78E+4,4.84,3.1,m,0.1
46,57,103Pd,0,EC,100,,-8.74E+4,8.78E-1,17,d,0.033
46,54,100Pd,0,EC,100,,-8.52E+4,1.76E+1,3.63,d,0.09
46,53,99Pd,0,EC+B+,100,,-8.21E+4,5.10,21.4,m,0.2
46,55,101Pd,0,EC+B+,100,,-8.54E+4,4.58,8.47,h,0.06
46,47,93Pd,0,EC+B+,100,,-5.89E+4,3.70E+2,1.17,s,0.02
46,47,93Pd,0,ECP,7.4,0.2,-5.89E+4,3.70E+2,1.17,s,0.02
46,46,92Pd,0,EC+B+,100,,-5.47E+4,3.45E+2,1.06,s,0.03
46,46,92Pd,0,ECP,1.6,0.2,-5.47E+4,3.45E+2,1.06,s,0.03
46,49,95Pd,0,EC+B+,100,,-6.99E+4,3.03,7.4,s,0.5
46,49,95Pd,0,ECP,0.23,0.05,-6.99E+4,3.03,7.4,s,0.5
46,49,95Pd,1.8751300000000002,EC+B+,89,3,-6.81e+04,3.03e+00,13.3,s,0.2
46,49,95Pd,1.8751300000000002,IT,11,3,-6.81e+04,3.03e+00,13.3,s,0.2
46,49,95Pd,1.8751300000000002,ECP,0.71,0.07,-6.81e+04,3.03e+00,13.3,s,0.2
46,49,95Pd,0.804,EC+B+,,,-6.92e+04,3.03e+00,,,
46,48,94Pd,0,EC+B+,100,,-6.61E+4,4.28,9.4,s,0.2
46,48,94Pd,0,ECP,0.13,,-6.61E+4,4.28,9.4,s,0.2
46,45,91Pd,0,EC+B+,100,,-4.61E+4,4.23E+2,32,ms,3
46,45,91Pd,0,ECP,3,,-4.61E+4,4.23E+2,32,ms,3
46,44,90Pd,0,EC+B+,,,-3.97E+4,4.00E+2,,,
46,44,90Pd,0,ECP,,,-3.97E+4,4.00E+2,,,
46,44,90Pd,0,2P,,,-3.97E+4,4.00E+2,,,
47,85,132Ag,0,B-,100,,-3.44E+4,5.00E+2,28,ms,+15-12
47,85,132Ag,0,B-N,,,-3.44E+4,5.00E+2,28,ms,+15-12
47,85,132Ag,0,B-2N,,,-3.44E+4,5.00E+2,28,ms,+15-12
47,83,130Ag,0,B-,100,,-4.58E+4,4.24E+2,41,ms,4
47,83,130Ag,0,B-N,,,-4.58E+4,4.24E+2,41,ms,4
47,83,130Ag,0,B-2N,,,-4.58E+4,4.24E+2,41,ms,4
47,84,131Ag,0,B-,100,,-4.07E+4,5.00E+2,35,ms,8
47,84,131Ag,0,B-N,,,-4.07E+4,5.00E+2,35,ms,8
47,84,131Ag,0,B-2N,,,-4.07E+4,5.00E+2,35,ms,8
47,81,128Ag,0,B-,100,,-5.47E+4,3.00E+2,66.6,ms,2.4
47,81,128Ag,0,B-N,9.3,0.5,-5.47E+4,3.00E+2,66.6,ms,2.4
47,81,128Ag,0,B-2N,,,-5.47E+4,3.00E+2,66.6,ms,2.4
47,82,129Ag,0,B-,100,,-5.18E+4,4.00E+2,52,ms,2
47,82,129Ag,0,B-N,17.9,1.4,-5.18E+4,4.00E+2,52,ms,2
47,82,129Ag,0.02,B-,100,,-5.18e+04,4.00e+02,130,ms,+92-54
47,82,129Ag,0.02,B-N,,,-5.18e+04,4.00e+02,130,ms,+92-54
47,80,127Ag,0,B-,100,,-5.86E+4,2.00E+2,89.1,ms,0.9
47,80,127Ag,0,B-N,5.5,0.2,-5.86E+4,2.00E+2,89.1,ms,0.9
47,80,127Ag,1.942,B-,91.2,0.8,-5.67e+04,2.00e+02,67.5,s,0.9
47,80,127Ag,1.942,IT,8.8,0.8,-5.67e+04,2.00e+02,67.5,s,0.9
47,74,121Ag,0,B-,100,,-7.44E+4,1.21E+1,0.781,s,0.015
47,74,121Ag,0,B-N,0.08,0.013,-7.44E+4,1.21E+1,0.781,s,0.015
47,75,122Ag,0+X,B-,100,,-7.11E+4,3.81E+1,0.55,s,0.05
47,75,122Ag,0+X,B-N,0.186,0.006,-7.11E+4,3.81E+1,0.55,s,0.05
47,75,122Ag,0.08,B-,100,,-7.10e+04,3.82e+01,0.2,s,0.05
47,75,122Ag,0.08,B-N,,,-7.10e+04,3.82e+01,0.2,s,0.05
47,72,119Ag,0,B-,100,,-7.86E+4,1.47E+1,6,s,0.5
47,72,119Ag,0.0334,B-,100,,-7.86e+04,1.47e+01,2.1,s,0.1
47,73,120Ag,0,B-,100,,-7.56E+4,4.47,1.52,s,0.07
47,73,120Ag,0,B-N,0.003,,-7.56E+4,4.47,1.52,s,0.07
47,73,120Ag,0.2031,IT,68,10,-7.54e+04,4.47e+00,0.38,s,0.03
47,73,120Ag,0.2031,B-,32,10,-7.54e+04,4.47e+00,0.38,s,0.03
47,73,120Ag,0+X,B-,,,-7.56E+4,4.47,0.94,s,0.1
47,73,120Ag,0+X,IT,,,-7.56E+4,4.47,0.94,s,0.1
47,70,117Ag,0,B-,100,,-8.21E+4,1.35E+1,72.8,s,+2.0-0.7
47,70,117Ag,0.0286,B-,94,1.5,-8.22e+04,1.36e+01,5.34,s,0.05
47,70,117Ag,0.0286,IT,6,1.5,-8.22e+04,1.36e+01,5.34,s,0.05
47,71,118Ag,0,B-,100,,-7.95E+4,2.51,3.87,s,0.09
47,71,118Ag,0.12763,B-,59,5,-7.94e+04,2.52e+00,2,s,0.1
47,71,118Ag,0.12763,IT,41,5,-7.94e+04,2.52e+00,2,s,0.1
47,78,125Ag,0,B-,100,,-6.45E+4,4.33E+2,176,ms,3
47,78,125Ag,0,B-N,1.1,0.2,-6.45E+4,4.33E+2,176,ms,3
47,78,125Ag,0.09709999999999999,B-,100,,-6.44e+04,4.33e+02,159,ms,21
47,78,125Ag,0.09709999999999999,B-N,4.6,1,-6.44e+04,4.33e+02,159,ms,21
47,79,126Ag,0+X,B-,100,,-6.07E+4,2.00E+2,52,ms,10
47,79,126Ag,0+X,B-N,3.8,0.2,-6.07E+4,2.00E+2,52,ms,10
47,79,126Ag,0+X,B-,100,,-6.07E+4,2.00E+2,92,ms,9
47,79,126Ag,0+X,B-N,3.8,0.2,-6.07E+4,2.00E+2,92,ms,9
47,76,123Ag,0,B-,100,,-6.95E+4,3.26E+1,300,ms,8
47,76,123Ag,0,B-N,0.79,0.12,-6.95E+4,3.26E+1,300,ms,8
47,77,124Ag,0,B-,100,,-6.62E+4,2.51E+2,182,ms,4
47,77,124Ag,0,B-N,1.7,0.7,-6.62E+4,2.51E+2,182,ms,4
47,77,124Ag,0+X,B-,100,,-6.62E+4,2.51E+2,144,ms,20
47,77,124Ag,0+X,B-N,,,-6.62E+4,2.51E+2,144,ms,20
47,63,110Ag,0,B-,99.7,0.06,-8.74E+4,1.28,24.56,s,0.11
47,63,110Ag,0,EC,0.3,0.06,-8.74E+4,1.28,24.56,s,0.11
47,63,110Ag,0.11759,B-,98.67,0.08,-8.73e+04,1.29e+00,249.86,d,0.05
47,63,110Ag,0.11759,IT,1.33,0.08,-8.73e+04,1.29e+00,249.86,d,0.05
47,64,111Ag,0,B-,100,,-8.82E+4,1.45,7.421,d,0.01
47,64,111Ag,0.05982,IT,99.3,0.2,-8.82e+04,1.46e+00,64.8,s,0.8
47,64,111Ag,0.05982,B-,0.7,0.2,-8.82e+04,1.46e+00,64.8,s,0.8
47,61,108Ag,0,B-,97.15,0.2,-8.76E+4,2.38,2.39,m,0.01
47,61,108Ag,0,EC+B+,2.85,0.2,-8.76E+4,2.38,2.39,m,0.01
47,61,108Ag,0.109466,EC+B+,92.55,0.2,-8.75e+04,2.39e+00,435.9,y,3.7
47,61,108Ag,0.109466,IT,7.45,0.2,-8.75e+04,2.39e+00,435.9,y,3.7
47,62,109Ag,0.08803369999999999,IT,100,,-8.86e+04,1.29e+00,39.8,s,0.2
